Hue,Saturation,Value,pH
0.212782432111785,0.7667570675423553,0.7222811080290041,5.243561663863074
0.7520535036923703,0.9196574965887895,0.8888176051242019,13.310000289738827
0.5993448652807593,0.899356505401732,0.7319283709088087,10.247915185359671
0.4460311329979494,0.8646129586646063,0.9065169075631321,8.381218778758512
0.07081941015255161,0.9126454322735604,0.8955070219175965,2.1842609661941115
0.07660308778980035,0.9168235502399505,0.8771861744357441,2.183923284706837
0.022734117552510952,0.8770907441787587,0.7090400951311905,0.8131705703547925
0.6943342885101129,0.909253332090918,0.775782088986332,12.126466040849092
0.4562151808700822,0.8743678654173208,0.7657781424777107,8.415610164404923
0.5741297755449503,0.870035192940075,0.7900341018678797,9.913016089144637
0.0028682908559142005,0.854652844553796,0.7219106866909596,0.28818292014123426
0.7629408953914909,0.8881791598894102,0.9342394557577657,13.57873793026792
0.6632684367450677,0.7396512763232683,0.838450560178094,11.654196971205904
0.1016227776747746,0.9202176897997321,0.7763810776645058,2.972747549495866
0.07795514978000705,0.917960881936308,0.7992453792685708,2.5455495408994087
0.08271546901402799,0.7073118207586397,0.8118006351262088,2.5676631379480734
0.14303514051504299,0.9064541876411907,0.8501485833401543,4.259391401433528
0.36241158937829715,0.7322174668683612,0.8289198569241244,7.3465900428513295
0.2652934953264491,0.7837797135647855,0.9298479933036043,6.047230260989621
0.13295687213287755,0.8858770640729019,0.8242408707264575,4.077207962772587
0.45937995872034854,0.740189974012077,0.9480395037058281,8.565940526113312
0.06721626774048717,0.9044917560297655,0.9128562394362739,1.9529140491285857
0.13175297343026168,0.9080335444894354,0.7521276285893339,4.090025079493055
0.20555084278855615,0.826866933440209,0.932648803660979,5.129065806111684
0.2935886577585997,0.7015964679292084,0.7290915994713689,6.384979779038503
0.6268920761209209,0.7717595332937282,0.9043624271227979,10.99246345950219
0.08514766179463037,0.8542317295939355,0.7951558233691449,2.7954329502170365
0.35526383157379066,0.9452965445068559,0.9194935801112674,7.199282137790562
0.4425349720556312,0.857953381754167,0.9170141725268626,8.293803964068594
0.01946136783656881,0.7649508952660399,0.9014813500294052,0.6503057780799681
0.46526546044968864,0.8585014257749028,0.8975076090767653,8.505627926620138
0.08068580352127808,0.8349963449289638,0.7761697847745102,2.3873377316220816
0.0365360404125546,0.8949613487877859,0.7202298207628131,0.9107223017939132
0.7432728731921718,0.7267451597067396,0.8007450446912903,13.284397521546666
0.7629749166405279,0.890256975625507,0.7433811287466271,13.518848463043831
0.654695448756105,0.8353166446690276,0.8737377722256154,11.317562873630456
0.14233714718878093,0.9407480009647486,0.7865249316344464,4.26459276842719
0.05152771215985753,0.7854680415096715,0.9439025502149787,1.3674095960893742
0.5509609307207879,0.858155473283487,0.860243019336333,9.579262371170197
0.2808508892921083,0.9330070263775043,0.9056201409085902,6.162134912354418
0.055303627519350376,0.7256274319976698,0.7331311681854621,1.7085352878269036
0.3315027659137284,0.9343071218091128,0.9155036205681556,6.932476741557783
0.021126744237326668,0.8719714305752033,0.9306892976283485,0.48143929561305754
0.7087371924435192,0.7169592647762929,0.8217654797047339,12.73048562910295
0.10959530459723252,0.775240891736704,0.8515632344377443,3.622919742400237
0.5144458643389785,0.8770430221613204,0.8912024502257488,9.275311980955747
0.1491521288322972,0.7168376503671929,0.7437096568151031,4.363955065251753
0.35973578410659585,0.8455426150440682,0.8256415191158606,7.280952296489351
0.39408848028422633,0.7864707642382391,0.7996657569430783,7.653943910805915
0.08608546095612069,0.8552288794418692,0.7365934980405622,2.5879623773573783
0.7638643253352048,0.7114355084531282,0.7918836055728828,13.57418478870382
0.6189927487115298,0.917884201538094,0.7170430773463734,10.851859527055604
0.7295060195116488,0.9433722422943491,0.7064529767373717,13.152985181898648
0.7059704980734139,0.9422194638214229,0.7337915722887056,12.527582905987083
0.449150247983513,0.8874129579357312,0.9407787778972934,8.370599703355191
0.7244726262736735,0.732521560032658,0.8373823839737542,12.906239290323636
0.03440284641396138,0.8895657989822556,0.9414555402883049,1.238895028726873
0.08973311299836428,0.7061467291147003,0.8081244695825329,2.7437600738680326
0.016550198079408003,0.7055308878822493,0.7779540332713148,0.6331820447475329
0.16630590163996548,0.7809025547873852,0.826535465710061,4.554624630685701
0.22663041322351102,0.8221607976011664,0.8098779221582275,5.441482055652748
0.11549734658015112,0.8926018544519483,0.726416171065436,3.798886444834543
0.6590830260172712,0.8708238441516263,0.8602065786725515,11.60232512812701
0.1896523446108967,0.8114756765941871,0.7540095456273999,4.99454657371025
0.1228800353064543,0.7684066665704165,0.8548969887244573,3.9330831356233307
0.387125190020045,0.9492811250394277,0.8625502730995382,7.597745164215478
0.06439763972522262,0.8065453255589932,0.738006213282162,1.972939149646677
0.6452620279389346,0.8128467560824189,0.715337406777667,11.230757730556554
0.034030489490003424,0.7409059552979173,0.89519039651711,1.0437090115167915
0.7655499728298145,0.8987023871874823,0.81495010594233,13.816417112407242
0.6223317303826368,0.8734205564453721,0.7145409488763689,10.811426770153204
0.0868536998087641,0.75519240319719,0.9487165792924417,2.7820195414784137
0.00037749038502679665,0.7205952614039606,0.7144451402490917,0.07730963973043359
